step,ros_time,d0,d1,d2,d3,d4,d5,p0,p1,p2,p3,p4,p5
84,1763344237.545057,0.988000,-1.486100,-2.197900,-1.055800,1.653400,-0.633400,0.804818,-0.530553,0.416445,0.438099,1.321111,0.723476
85,1763344237.580992,0.983800,-1.490200,-2.194500,-1.056500,1.654100,-0.638700,0.851311,-0.500077,0.378102,0.466779,1.324225,0.736718
86,1763344237.603162,0.979100,-1.495100,-2.190500,-1.056700,1.654600,-0.643200,0.851287,-0.500049,0.378113,0.466740,1.324111,0.736702
87,1763344237.640801,0.973900,-1.500800,-2.185800,-1.056200,1.654900,-0.648300,0.653816,-0.628318,0.532205,0.345853,1.299998,0.678076
88,1763344237.660235,0.968500,-1.506500,-2.180200,-1.056700,1.657400,-0.653600,0.596035,-0.665102,0.574326,0.308847,1.285420,0.660260
89,1763344237.697657,0.962900,-1.512200,-2.174300,-1.058500,1.663200,-0.646800,0.701301,-0.598273,0.497270,0.375845,1.309165,0.693100
90,1763344237.716470,0.956700,-1.518700,-2.167300,-1.060400,1.667800,-0.651800,0.546999,-0.695298,0.608672,0.278423,1.270347,0.645141
91,1763344237.754936,0.950200,-1.525500,-2.161400,-1.059400,1.667300,-0.663900,0.564710,-0.684580,0.596526,0.289105,1.276139,0.650548
92,1763344237.773581,0.943500,-1.532400,-2.154400,-1.060700,1.671200,-0.666500,0.569147,-0.681879,0.593465,0.291834,1.277554,0.651908
93,1763344237.812307,0.936700,-1.539300,-2.147300,-1.061600,1.673500,-0.674400,0.557885,-0.688716,0.601220,0.285028,1.273931,0.648446
94,1763344237.832290,0.930000,-1.546400,-2.140600,-1.061000,1.672700,-0.683300,0.557523,-0.688956,0.601472,0.284791,1.273836,0.648336
95,1763344237.869351,0.923300,-1.553500,-2.134100,-1.060400,1.669300,-0.691300,0.553603,-0.691308,0.604162,0.282407,1.272531,0.647147
96,1763344237.888948,0.917000,-1.560400,-2.126900,-1.061200,1.669300,-0.696500,0.566988,-0.683181,0.594943,0.290508,1.276862,0.651236
97,1763344237.926701,0.910800,-1.567300,-2.120800,-1.060700,1.664500,-0.700900,0.544807,-0.696582,0.610140,0.277109,1.269633,0.644483
98,1763344237.944905,0.904900,-1.573800,-2.113000,-1.063700,1.668500,-0.698400,0.541304,-0.698699,0.612537,0.275002,1.268522,0.643418
99,1763344237.983343,0.899300,-1.580000,-2.107100,-1.063200,1.665800,-0.701500,0.532921,-0.703727,0.618206,0.269983,1.265814,0.640905
0,1763344238.008593,0.784500,-1.331900,-2.327500,-1.066600,1.645400,-0.717200,0.662195,0.380505,-0.507954,0.048720,-0.049661,0.630547
1,1763344238.039613,0.784500,-1.331200,-2.328100,-1.066200,1.645400,-0.721500,0.662202,0.380511,-0.507956,0.048719,-0.049650,0.630550
2,1763344238.065923,0.784600,-1.330700,-2.328700,-1.065700,1.645400,-0.724800,0.662199,0.380503,-0.507952,0.048720,-0.049660,0.630550
3,1763344238.096581,0.784700,-1.330100,-2.329100,-1.065500,1.645300,-0.727400,0.662189,0.380517,-0.507960,0.048715,-0.049657,0.630542
4,1763344238.125231,0.784700,-1.329800,-2.329300,-1.065500,1.645300,-0.730100,0.662206,0.380517,-0.507958,0.048718,-0.049641,0.630550
5,1763344238.153649,0.784700,-1.329700,-2.329400,-1.065700,1.645400,-0.731900,0.662209,0.380514,-0.507957,0.048720,-0.049640,0.630552
6,1763344238.182495,0.784600,-1.329800,-2.329200,-1.066000,1.645700,-0.733500,0.662196,0.380525,-0.507963,0.048712,-0.049646,0.630543
7,1763344238.210194,0.784500,-1.329900,-2.329000,-1.066400,1.645800,-0.734500,0.662193,0.380527,-0.507962,0.048709,-0.049647,0.630543
8,1763344238.240176,0.784400,-1.330000,-2.329000,-1.066500,1.645900,-0.734700,0.662214,0.380516,-0.507957,0.048716,-0.049639,0.630556
9,1763344238.266334,0.784400,-1.330000,-2.328900,-1.066600,1.646000,-0.735100,0.662208,0.380515,-0.507956,0.048715,-0.049643,0.630553
10,1763344238.297292,0.784600,-1.330000,-2.328900,-1.066700,1.645700,-0.735100,0.662197,0.380525,-0.507962,0.048712,-0.049645,0.630545
11,1763344238.322773,0.784800,-1.330100,-2.328800,-1.067000,1.645400,-0.735600,0.662196,0.380521,-0.507961,0.048713,-0.049649,0.630544
12,1763344238.355022,0.785000,-1.330000,-2.328700,-1.068100,1.645200,-0.737400,0.662207,0.380526,-0.507961,0.048714,-0.049636,0.630550
13,1763344238.379902,0.785000,-1.330100,-2.328400,-1.069100,1.645100,-0.738400,0.662209,0.380526,-0.507964,0.048713,-0.049635,0.630551
14,1763344238.412056,0.785000,-1.330100,-2.328300,-1.069400,1.645000,-0.738600,0.666321,0.378817,-0.506428,0.051127,-0.048568,0.631907
15,1763344238.436721,0.785100,-1.330200,-2.328300,-1.069600,1.644900,-0.738900,0.983619,0.240996,-0.383534,0.237745,0.036953,0.735253
16,1763344238.469428,0.785200,-1.330200,-2.328200,-1.070100,1.644700,-0.739600,0.983643,0.240990,-0.383531,0.237749,0.036995,0.735259
17,1763344238.497259,0.785200,-1.330300,-2.327900,-1.071400,1.644000,-0.740100,0.983429,0.241083,-0.383620,0.237637,0.036928,0.735205
18,1763344238.526215,0.785400,-1.330000,-2.327700,-1.073500,1.643300,-0.743300,0.983638,0.240988,-0.383528,0.237721,0.037016,0.735258
19,1763344238.554045,0.785700,-1.329100,-2.327700,-1.076700,1.642300,-0.751800,0.983615,0.241009,-0.383544,0.237716,0.037094,0.735249
20,1763344238.582790,0.785700,-1.329100,-2.327700,-1.076700,1.642300,-0.751800,0.983641,0.241004,-0.383538,0.237763,0.037082,0.735261
21,1763344238.610409,0.786200,-1.327600,-2.328000,-1.081300,1.640800,-0.765100,0.983630,0.241003,-0.383537,0.237730,0.037061,0.735253
22,1763344238.640021,0.793000,-1.327500,-2.326100,-1.093200,1.631300,-0.790100,0.983655,0.240985,-0.383528,0.237747,0.037066,0.735262
23,1763344238.667528,0.800200,-1.330200,-2.322700,-1.102100,1.623100,-0.788900,0.983665,0.240992,-0.383529,0.237747,0.037153,0.735265
24,1763344238.697031,0.804300,-1.332300,-2.320500,-1.106100,1.618800,-0.783200,0.983630,0.241006,-0.383542,0.237741,0.037063,0.735256
25,1763344238.726618,0.809400,-1.335100,-2.318100,-1.109000,1.614900,-0.777100,1.261665,0.146624,-0.295474,0.476248,0.192027,0.803613
26,1763344238.755557,0.814900,-1.337900,-2.315600,-1.109300,1.613900,-0.773200,1.261601,0.146655,-0.295509,0.476217,0.192013,0.803604
27,1763344238.783061,0.820100,-1.340000,-2.314000,-1.109100,1.615300,-0.777300,1.261666,0.146641,-0.295477,0.476300,0.192139,0.803624
28,1763344238.812388,0.824500,-1.341500,-2.312700,-1.109500,1.616300,-0.784500,1.261667,0.146623,-0.295466,0.476237,0.192062,0.803612
29,1763344238.839889,0.828400,-1.342600,-2.311800,-1.109700,1.615600,-0.793900,1.261697,0.146618,-0.295467,0.476311,0.192151,0.803629
30,1763344238.869149,0.831900,-1.343700,-2.310900,-1.109900,1.614800,-0.802900,0.994971,0.175914,-0.348830,0.258697,0.204795,0.718790
31,1763344238.897415,0.835400,-1.345100,-2.309700,-1.110400,1.613500,-0.809200,1.261649,0.146630,-0.295473,0.476255,0.192095,0.803608
32,1763344238.925779,0.839300,-1.347000,-2.308100,-1.110800,1.612700,-0.811600,1.261672,0.146629,-0.295474,0.476311,0.192153,0.803620
33,1763344238.954965,0.843500,-1.349400,-2.306200,-1.110700,1.612400,-0.812700,1.261654,0.146632,-0.295477,0.476281,0.192108,0.803612
34,1763344238.983870,0.848100,-1.352300,-2.304100,-1.110400,1.612300,-0.811900,1.261636,0.146646,-0.295488,0.476289,0.192115,0.803606
35,1763344239.012613,0.853400,-1.355500,-2.301700,-1.109500,1.612200,-0.809500,1.261624,0.146646,-0.295479,0.476240,0.192135,0.803597
36,1763344239.042927,0.859500,-1.359100,-2.299100,-1.108500,1.612100,-0.805000,1.367960,0.055448,-0.208615,0.596209,0.437737,0.816082
37,1763344239.068868,0.866300,-1.363200,-2.296200,-1.106700,1.612400,-0.798200,1.255765,0.065266,-0.245140,0.497434,0.389453,0.792815
38,1763344239.099701,0.873900,-1.367900,-2.292800,-1.104700,1.612900,-0.789300,1.368355,0.055299,-0.208430,0.596490,0.437900,0.816179
39,1763344239.128176,0.882300,-1.373400,-2.288900,-1.102200,1.612800,-0.776600,1.368383,0.055284,-0.208418,0.596493,0.437955,0.816183
40,1763344239.156728,0.891000,-1.379200,-2.284800,-1.099400,1.614100,-0.764200,1.255778,0.065238,-0.245111,0.497395,0.389467,0.792811
41,1763344239.184781,0.899700,-1.385300,-2.280200,-1.097200,1.615200,-0.750500,1.368399,0.055288,-0.208428,0.596495,0.437846,0.816187
42,1763344239.214647,0.908100,-1.391300,-2.275700,-1.095300,1.616500,-0.736900,1.368380,0.055275,-0.208416,0.596490,0.437902,0.816177
43,1763344239.241402,0.916100,-1.397200,-2.271100,-1.093200,1.617600,-0.724300,1.368362,0.055293,-0.208426,0.596519,0.437968,0.816173
44,1763344239.273072,0.923800,-1.403400,-2.266300,-1.090800,1.618700,-0.712100,1.368364,0.055295,-0.208435,0.596496,0.437898,0.816182
45,1763344239.298824,0.931100,-1.409400,-2.261300,-1.088500,1.619400,-0.700300,1.368340,0.055302,-0.208430,0.596471,0.437912,0.816162
46,1763344239.330074,0.937900,-1.415300,-2.256400,-1.086500,1.620400,-0.689000,1.350050,-0.007399,-0.128402,0.648463,0.681614,0.837700
47,1763344239.357550,0.944300,-1.420600,-2.251500,-1.084400,1.621500,-0.679100,1.350071,-0.007381,-0.128422,0.648457,0.681544,0.837701
48,1763344239.386561,0.950200,-1.425800,-2.247000,-1.082100,1.622300,-0.670300,1.350072,-0.007386,-0.128418,0.648437,0.681526,0.837701
49,1763344239.414381,0.955500,-1.430600,-2.242700,-1.080000,1.622800,-0.662900,1.232501,-0.002759,-0.157925,0.549378,0.631638,0.813401
50,1763344239.442739,0.960400,-1.435300,-2.238800,-1.077800,1.623200,-0.656600,1.350037,-0.007423,-0.128376,0.648445,0.681702,0.837708
51,1763344239.471257,0.964900,-1.439600,-2.235200,-1.075900,1.623400,-0.651000,1.350022,-0.007382,-0.128413,0.648435,0.681650,0.837691
52,1763344239.499873,0.969000,-1.443800,-2.231700,-1.074100,1.623500,-0.646400,1.232455,-0.002763,-0.157929,0.549360,0.631589,0.813386
53,1763344239.527929,0.973000,-1.448000,-2.228200,-1.072600,1.623600,-0.642200,1.350056,-0.007389,-0.128416,0.648421,0.681521,0.837694
54,1763344239.557781,0.976700,-1.451900,-2.225000,-1.070800,1.623400,-0.638400,1.265890,-0.140356,-0.029275,0.650694,0.908214,0.826929
55,1763344239.584475,0.980400,-1.455600,-2.221900,-1.069100,1.623000,-0.634700,1.265966,-0.140330,-0.029289,0.650699,0.908157,0.826946
56,1763344239.614163,0.983800,-1.459300,-2.219000,-1.067300,1.622500,-0.630900,1.268190,-0.043598,-0.098135,0.608380,0.727560,0.792102
57,1763344239.643070,0.987100,-1.462900,-2.216200,-1.065500,1.622000,-0.627000,1.265922,-0.140376,-0.029253,0.650719,0.908261,0.826950
58,1763344239.670635,0.990000,-1.466000,-2.213600,-1.064000,1.621700,-0.623800,1.214001,-0.135726,0.011349,0.645360,0.989073,0.806570
59,1763344239.699325,0.992800,-1.468600,-2.211400,-1.062600,1.621400,-0.621900,1.265800,-0.140399,-0.029228,0.650621,0.908287,0.826906
60,1763344239.729684,0.995000,-1.470600,-2.209700,-1.061700,1.621300,-0.621100,1.213889,-0.135812,0.011436,0.645333,0.989286,0.806540
61,1763344239.756327,0.996900,-1.472000,-2.208300,-1.060900,1.621200,-0.620600,1.265899,-0.140344,-0.029271,0.650736,0.908339,0.826944
62,1763344239.787124,0.998100,-1.473100,-2.207400,-1.059800,1.621200,-0.620500,1.265859,-0.140385,-0.029241,0.650669,0.908229,0.826915
63,1763344239.813098,0.999000,-1.473900,-2.207000,-1.057900,1.621600,-0.620700,1.012385,-0.108319,0.014732,0.429736,0.932440,0.720621
64,1763344239.844054,0.999600,-1.474300,-2.206800,-1.056500,1.622400,-0.620900,1.078016,-0.162849,0.050915,0.506162,0.968314,0.730245
65,1763344239.871683,0.999800,-1.474500,-2.206600,-1.056200,1.624200,-0.621500,1.213816,-0.135786,0.011419,0.645306,0.989216,0.806523
66,1763344239.901080,0.999800,-1.474500,-2.206300,-1.056800,1.627000,-0.622300,1.085231,-0.314554,0.164703,0.599125,1.184086,0.794254
67,1763344239.928178,0.999800,-1.474600,-2.206400,-1.055500,1.629300,-0.622900,1.101162,-0.133593,-0.010169,0.532706,0.919235,0.786948
68,1763344239.961461,0.999700,-1.474800,-2.206600,-1.053100,1.631100,-0.623500,1.065908,-0.276149,0.144161,0.529930,1.138823,0.767312
69,1763344239.984146,0.999700,-1.474900,-2.206700,-1.051900,1.632500,-0.623800,1.065851,-0.276155,0.144165,0.529891,1.138830,0.767303
70,1763344240.018048,0.999700,-1.475000,-2.206900,-1.050800,1.633500,-0.624000,1.085209,-0.314609,0.164751,0.599138,1.184120,0.794246
71,1763344240.040456,0.999700,-1.475100,-2.207000,-1.050000,1.634200,-0.624100,1.065874,-0.276138,0.144139,0.529954,1.138863,0.767310
72,1763344240.075204,0.999600,-1.475200,-2.207200,-1.049400,1.634800,-0.624300,1.085155,-0.314625,0.164775,0.599101,1.184108,0.794233
73,1763344240.098022,0.999600,-1.475300,-2.207400,-1.048800,1.635200,-0.624400,1.008953,-0.300453,0.200399,0.520439,1.205595,0.740946
74,1763344240.131840,0.999600,-1.475400,-2.207500,-1.048400,1.635500,-0.624500,0.945866,-0.352185,0.223055,0.467345,1.160826,0.728944
75,1763344240.154977,0.999600,-1.475500,-2.207700,-1.048300,1.635800,-0.624600,0.946371,-0.351682,0.222504,0.467577,1.160406,0.728996
76,1763344240.192904,0.999500,-1.475600,-2.207900,-1.047900,1.636000,-0.624600,1.085189,-0.314599,0.164756,0.599086,1.184102,0.794241
77,1763344240.211339,0.999400,-1.475900,-2.207900,-1.047400,1.636300,-0.624700,0.851372,-0.500058,0.378105,0.466786,1.324213,0.736742
78,1763344240.249440,0.999300,-1.476000,-2.207900,-1.047400,1.637200,-0.624400,0.851304,-0.500093,0.378150,0.466691,1.324246,0.736732
79,1763344240.268497,0.999100,-1.476200,-2.207700,-1.047800,1.639100,-0.623900,0.851369,-0.500015,0.378075,0.466801,1.324236,0.736744
80,1763344240.307815,0.998400,-1.476500,-2.206900,-1.049900,1.643300,-0.623200,0.851392,-0.500022,0.378056,0.466818,1.324227,0.736740
81,1763344240.327450,0.997200,-1.477300,-2.205400,-1.052700,1.647900,-0.622800,0.851216,-0.500144,0.378180,0.466663,1.324267,0.736705
82,1763344240.365444,0.994900,-1.479400,-2.203300,-1.054600,1.650900,-0.624500,0.851333,-0.500083,0.378145,0.466694,1.324179,0.736714
83,1763344240.384425,0.991700,-1.482500,-2.200700,-1.055400,1.652500,-0.628600,0.851366,-0.500024,0.378082,0.466739,1.324155,0.736718
84,1763344240.422196,0.988000,-1.486100,-2.197900,-1.055800,1.653400,-0.633400,0.804818,-0.530553,0.416445,0.438099,1.321111,0.723476
85,1763344240.440411,0.983800,-1.490200,-2.194500,-1.056500,1.654100,-0.638700,0.851311,-0.500077,0.378102,0.466779,1.324225,0.736718
86,1763344240.478808,0.979100,-1.495100,-2.190500,-1.056700,1.654600,-0.643200,0.851287,-0.500049,0.378113,0.466740,1.324111,0.736702
87,1763344240.496930,0.973900,-1.500800,-2.185800,-1.056200,1.654900,-0.648300,0.653816,-0.628318,0.532205,0.345853,1.299998,0.678076
88,1763344240.535820,0.968500,-1.506500,-2.180200,-1.056700,1.657400,-0.653600,0.596035,-0.665102,0.574326,0.308847,1.285420,0.660260
89,1763344240.554883,0.962900,-1.512200,-2.174300,-1.058500,1.663200,-0.646800,0.701301,-0.598273,0.497270,0.375845,1.309165,0.693100
90,1763344240.593053,0.956700,-1.518700,-2.167300,-1.060400,1.667800,-0.651800,0.546999,-0.695298,0.608672,0.278423,1.270347,0.645141
91,1763344240.611406,0.950200,-1.525500,-2.161400,-1.059400,1.667300,-0.663900,0.564710,-0.684580,0.596526,0.289105,1.276139,0.650548
92,1763344240.650264,0.943500,-1.532400,-2.154400,-1.060700,1.671200,-0.666500,0.569147,-0.681879,0.593465,0.291834,1.277554,0.651908
93,1763344240.667264,0.936700,-1.539300,-2.147300,-1.061600,1.673500,-0.674400,0.557885,-0.688716,0.601220,0.285028,1.273931,0.648446
94,1763344240.707350,0.930000,-1.546400,-2.140600,-1.061000,1.672700,-0.683300,0.557523,-0.688956,0.601472,0.284791,1.273836,0.648336
95,1763344240.724118,0.923300,-1.553500,-2.134100,-1.060400,1.669300,-0.691300,0.553603,-0.691308,0.604162,0.282407,1.272531,0.647147
96,1763344240.766425,0.917000,-1.560400,-2.126900,-1.061200,1.669300,-0.696500,0.566988,-0.683181,0.594943,0.290508,1.276862,0.651236
97,1763344240.783970,0.910800,-1.567300,-2.120800,-1.060700,1.664500,-0.700900,0.544807,-0.696582,0.610140,0.277109,1.269633,0.644483
98,1763344240.827206,0.904900,-1.573800,-2.113000,-1.063700,1.668500,-0.698400,0.541304,-0.698699,0.612537,0.275002,1.268522,0.643418
99,1763344240.840265,0.899300,-1.580000,-2.107100,-1.063200,1.665800,-0.701500,0.532921,-0.703727,0.618206,0.269983,1.265814,0.640905
0,1763344240.889211,0.784500,-1.331900,-2.327500,-1.066600,1.645400,-0.717200,0.662195,0.380505,-0.507954,0.048720,-0.049661,0.630547
1,1763344240.896813,0.784500,-1.331200,-2.328100,-1.066200,1.645400,-0.721500,0.662202,0.380511,-0.507956,0.048719,-0.049650,0.630550
2,1763344240.945653,0.784600,-1.330700,-2.328700,-1.065700,1.645400,-0.724800,0.662199,0.380503,-0.507952,0.048720,-0.049660,0.630550
3,1763344240.954745,0.784700,-1.330100,-2.329100,-1.065500,1.645300,-0.727400,0.662189,0.380517,-0.507960,0.048715,-0.049657,0.630542
4,1763344241.001871,0.784700,-1.329800,-2.329300,-1.065500,1.645300,-0.730100,0.662206,0.380517,-0.507958,0.048718,-0.049641,0.630550
5,1763344241.013009,0.784700,-1.329700,-2.329400,-1.065700,1.645400,-0.731900,0.662209,0.380514,-0.507957,0.048720,-0.049640,0.630552
6,1763344241.058774,0.784600,-1.329800,-2.329200,-1.066000,1.645700,-0.733500,0.662196,0.380525,-0.507963,0.048712,-0.049646,0.630543
7,1763344241.069010,0.784500,-1.329900,-2.329000,-1.066400,1.645800,-0.734500,0.662193,0.380527,-0.507962,0.048709,-0.049647,0.630543
8,1763344241.114612,0.784400,-1.330000,-2.329000,-1.066500,1.645900,-0.734700,0.662214,0.380516,-0.507957,0.048716,-0.049639,0.630556
9,1763344241.125213,0.784400,-1.330000,-2.328900,-1.066600,1.646000,-0.735100,0.662208,0.380515,-0.507956,0.048715,-0.049643,0.630553
10,1763344241.173216,0.784600,-1.330000,-2.328900,-1.066700,1.645700,-0.735100,0.662197,0.380525,-0.507962,0.048712,-0.049645,0.630545
11,1763344241.182667,0.784800,-1.330100,-2.328800,-1.067000,1.645400,-0.735600,0.662196,0.380521,-0.507961,0.048713,-0.049649,0.630544
12,1763344241.230408,0.785000,-1.330000,-2.328700,-1.068100,1.645200,-0.737400,0.662207,0.380526,-0.507961,0.048714,-0.049636,0.630550
13,1763344241.243233,0.785000,-1.330100,-2.328400,-1.069100,1.645100,-0.738400,0.662209,0.380526,-0.507964,0.048713,-0.049635,0.630551
14,1763344241.286824,0.785000,-1.330100,-2.328300,-1.069400,1.645000,-0.738600,0.666321,0.378817,-0.506428,0.051127,-0.048568,0.631907
15,1763344241.299540,0.785100,-1.330200,-2.328300,-1.069600,1.644900,-0.738900,0.983619,0.240996,-0.383534,0.237745,0.036953,0.735253
16,1763344241.342967,0.785200,-1.330200,-2.328200,-1.070100,1.644700,-0.739600,0.983643,0.240990,-0.383531,0.237749,0.036995,0.735259
17,1763344241.361815,0.785200,-1.330300,-2.327900,-1.071400,1.644000,-0.740100,0.983429,0.241083,-0.383620,0.237637,0.036928,0.735205
18,1763344241.400651,0.785400,-1.330000,-2.327700,-1.073500,1.643300,-0.743300,0.983638,0.240988,-0.383528,0.237721,0.037016,0.735258
19,1763344241.418345,0.785700,-1.329100,-2.327700,-1.076700,1.642300,-0.751800,0.983615,0.241009,-0.383544,0.237716,0.037094,0.735249
20,1763344241.457288,0.785700,-1.329100,-2.327700,-1.076700,1.642300,-0.751800,0.983641,0.241004,-0.383538,0.237763,0.037082,0.735261
21,1763344241.474593,0.786200,-1.327600,-2.328000,-1.081300,1.640800,-0.765100,0.983630,0.241003,-0.383537,0.237730,0.037061,0.735253
22,1763344241.514613,0.793000,-1.327500,-2.326100,-1.093200,1.631300,-0.790100,0.983655,0.240985,-0.383528,0.237747,0.037066,0.735262
23,1763344241.529974,0.800200,-1.330200,-2.322700,-1.102100,1.623100,-0.788900,0.983665,0.240992,-0.383529,0.237747,0.037153,0.735265
24,1763344241.580842,0.804300,-1.332300,-2.320500,-1.106100,1.618800,-0.783200,0.983630,0.241006,-0.383542,0.237741,0.037063,0.735256
25,1763344241.587722,0.809400,-1.335100,-2.318100,-1.109000,1.614900,-0.777100,1.261665,0.146624,-0.295474,0.476248,0.192027,0.803613
26,1763344241.637650,0.814900,-1.337900,-2.315600,-1.109300,1.613900,-0.773200,1.261601,0.146655,-0.295509,0.476217,0.192013,0.803604
27,1763344241.645338,0.820100,-1.340000,-2.314000,-1.109100,1.615300,-0.777300,1.261666,0.146641,-0.295477,0.476300,0.192139,0.803624
28,1763344241.696543,0.824500,-1.341500,-2.312700,-1.109500,1.616300,-0.784500,1.261667,0.146623,-0.295466,0.476237,0.192062,0.803612
29,1763344241.706157,0.828400,-1.342600,-2.311800,-1.109700,1.615600,-0.793900,1.261697,0.146618,-0.295467,0.476311,0.192151,0.803629
30,1763344241.752822,0.831900,-1.343700,-2.310900,-1.109900,1.614800,-0.802900,0.994971,0.175914,-0.348830,0.258697,0.204795,0.718790
31,1763344241.762801,0.835400,-1.345100,-2.309700,-1.110400,1.613500,-0.809200,1.261649,0.146630,-0.295473,0.476255,0.192095,0.803608
32,1763344241.809363,0.839300,-1.347000,-2.308100,-1.110800,1.612700,-0.811600,1.261672,0.146629,-0.295474,0.476311,0.192153,0.803620
33,1763344241.820127,0.843500,-1.349400,-2.306200,-1.110700,1.612400,-0.812700,1.261654,0.146632,-0.295477,0.476281,0.192108,0.803612
34,1763344241.865722,0.848100,-1.352300,-2.304100,-1.110400,1.612300,-0.811900,1.261636,0.146646,-0.295488,0.476289,0.192115,0.803606
35,1763344241.876357,0.853400,-1.355500,-2.301700,-1.109500,1.612200,-0.809500,1.261624,0.146646,-0.295479,0.476240,0.192135,0.803597
36,1763344241.921870,0.859500,-1.359100,-2.299100,-1.108500,1.612100,-0.805000,1.367960,0.055448,-0.208615,0.596209,0.437737,0.816082
37,1763344241.933989,0.866300,-1.363200,-2.296200,-1.106700,1.612400,-0.798200,1.255765,0.065266,-0.245140,0.497434,0.389453,0.792815
38,1763344241.980559,0.873900,-1.367900,-2.292800,-1.104700,1.612900,-0.789300,1.368355,0.055299,-0.208430,0.596490,0.437900,0.816179
39,1763344241.990470,0.882300,-1.373400,-2.288900,-1.102200,1.612800,-0.776600,1.368383,0.055284,-0.208418,0.596493,0.437955,0.816183
40,1763344242.037086,0.891000,-1.379200,-2.284800,-1.099400,1.614100,-0.764200,1.255778,0.065238,-0.245111,0.497395,0.389467,0.792811
41,1763344242.047109,0.899700,-1.385300,-2.280200,-1.097200,1.615200,-0.750500,1.368399,0.055288,-0.208428,0.596495,0.437846,0.816187
42,1763344242.092933,0.908100,-1.391300,-2.275700,-1.095300,1.616500,-0.736900,1.368380,0.055275,-0.208416,0.596490,0.437902,0.816177
43,1763344242.104380,0.916100,-1.397200,-2.271100,-1.093200,1.617600,-0.724300,1.368362,0.055293,-0.208426,0.596519,0.437968,0.816173
44,1763344242.148715,0.923800,-1.403400,-2.266300,-1.090800,1.618700,-0.712100,1.368364,0.055295,-0.208435,0.596496,0.437898,0.816182
45,1763344242.163403,0.931100,-1.409400,-2.261300,-1.088500,1.619400,-0.700300,1.368340,0.055302,-0.208430,0.596471,0.437912,0.816162
46,1763344242.205635,0.937900,-1.415300,-2.256400,-1.086500,1.620400,-0.689000,1.350050,-0.007399,-0.128402,0.648463,0.681614,0.837700
47,1763344242.221205,0.944300,-1.420600,-2.251500,-1.084400,1.621500,-0.679100,1.350071,-0.007381,-0.128422,0.648457,0.681544,0.837701
48,1763344242.261731,0.950200,-1.425800,-2.247000,-1.082100,1.622300,-0.670300,1.350072,-0.007386,-0.128418,0.648437,0.681526,0.837701
49,1763344242.277702,0.955500,-1.430600,-2.242700,-1.080000,1.622800,-0.662900,1.232501,-0.002759,-0.157925,0.549378,0.631638,0.813401
50,1763344242.318177,0.960400,-1.435300,-2.238800,-1.077800,1.623200,-0.656600,1.350037,-0.007423,-0.128376,0.648445,0.681702,0.837708
51,1763344242.336344,0.964900,-1.439600,-2.235200,-1.075900,1.623400,-0.651000,1.350022,-0.007382,-0.128413,0.648435,0.681650,0.837691
52,1763344242.375183,0.969000,-1.443800,-2.231700,-1.074100,1.623500,-0.646400,1.232455,-0.002763,-0.157929,0.549360,0.631589,0.813386
53,1763344242.394942,0.973000,-1.448000,-2.228200,-1.072600,1.623600,-0.642200,1.350056,-0.007389,-0.128416,0.648421,0.681521,0.837694
54,1763344242.431228,0.976700,-1.451900,-2.225000,-1.070800,1.623400,-0.638400,1.265890,-0.140356,-0.029275,0.650694,0.908214,0.826929
55,1763344242.453535,0.980400,-1.455600,-2.221900,-1.069100,1.623000,-0.634700,1.265966,-0.140330,-0.029289,0.650699,0.908157,0.826946
56,1763344242.492006,0.983800,-1.459300,-2.219000,-1.067300,1.622500,-0.630900,1.268190,-0.043598,-0.098135,0.608380,0.727560,0.792102
57,1763344242.510499,0.987100,-1.462900,-2.216200,-1.065500,1.622000,-0.627000,1.265922,-0.140376,-0.029253,0.650719,0.908261,0.826950
58,1763344242.547947,0.990000,-1.466000,-2.213600,-1.064000,1.621700,-0.623800,1.214001,-0.135726,0.011349,0.645360,0.989073,0.806570
59,1763344242.568310,0.992800,-1.468600,-2.211400,-1.062600,1.621400,-0.621900,1.265800,-0.140399,-0.029228,0.650621,0.908287,0.826906
60,1763344242.604182,0.995000,-1.470600,-2.209700,-1.061700,1.621300,-0.621100,1.213889,-0.135812,0.011436,0.645333,0.989286,0.806540
61,1763344242.625929,0.996900,-1.472000,-2.208300,-1.060900,1.621200,-0.620600,1.265899,-0.140344,-0.029271,0.650736,0.908339,0.826944
62,1763344242.661226,0.998100,-1.473100,-2.207400,-1.059800,1.621200,-0.620500,1.265859,-0.140385,-0.029241,0.650669,0.908229,0.826915
63,1763344242.682450,0.999000,-1.473900,-2.207000,-1.057900,1.621600,-0.620700,1.012385,-0.108319,0.014732,0.429736,0.932440,0.720621
64,1763344242.720418,0.999600,-1.474300,-2.206800,-1.056500,1.622400,-0.620900,1.078016,-0.162849,0.050915,0.506162,0.968314,0.730245
65,1763344242.738650,0.999800,-1.474500,-2.206600,-1.056200,1.624200,-0.621500,1.213816,-0.135786,0.011419,0.645306,0.989216,0.806523
66,1763344242.777781,0.999800,-1.474500,-2.206300,-1.056800,1.627000,-0.622300,1.085231,-0.314554,0.164703,0.599125,1.184086,0.794254
67,1763344242.794816,0.999800,-1.474600,-2.206400,-1.055500,1.629300,-0.622900,1.101162,-0.133593,-0.010169,0.532706,0.919235,0.786948
68,1763344242.833953,0.999700,-1.474800,-2.206600,-1.053100,1.631100,-0.623500,1.065908,-0.276149,0.144161,0.529930,1.138823,0.767312
